"","txsize","txvirtualsize","txinputs_count","txoutputs_count","txinput_val","txoutput_val","txfee","Min_received","Max_received","Avg_received","Total_received","Stdev_received","Var_received","Min_sent","Max_sent","Avg_sent","Total_sent","Stdev_sent","Var_sent"
"16907",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"16908",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"16909",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"16910",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"16911",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"16912",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"16913",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"16914",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"16915",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"16916",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"16917",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"16918",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"16919",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"16920",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"16921",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"16922",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"16923",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"16924",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"16925",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"16926",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"16927",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"16928",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"16929",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"16930",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"16931",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"16932",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"16933",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"16934",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"16935",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"16936",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"16937",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"16938",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"16939",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"16940",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"16941",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"16942",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"16943",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"16944",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"16945",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"16946",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"16947",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"16948",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"16949",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"16950",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"16951",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"16952",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"16953",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"16954",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"16955",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"16956",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"16957",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"16958",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"16959",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"16960",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"16961",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"16962",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"16963",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"16964",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"16965",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"16966",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"16967",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"16968",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"16969",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"16970",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"16971",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"16972",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"16973",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"16974",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"16975",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"16976",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"16977",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"16978",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"16979",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"16980",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"16981",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"16982",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"16983",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"16984",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"16985",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"16986",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"16987",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"16988",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"16989",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"16990",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"16991",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"16992",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"16993",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"16994",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"16995",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"16996",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"16997",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"16998",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"16999",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17000",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17001",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17002",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17003",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17004",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17005",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17006",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17007",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17008",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17009",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17010",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17011",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17012",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17013",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17014",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17015",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17016",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17017",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17018",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17019",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17020",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17021",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17022",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17023",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17024",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17025",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17026",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17027",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17028",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17029",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17030",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17031",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17032",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17033",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17034",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17035",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17036",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17037",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17038",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17039",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17040",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17041",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17042",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17043",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17044",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17045",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17046",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17047",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17048",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17049",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17050",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17051",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17052",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17053",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17054",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17055",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17056",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17057",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17058",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17059",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17060",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17061",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17062",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17063",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17064",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17065",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17066",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17067",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17068",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17069",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17070",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17071",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17072",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17073",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17074",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17075",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17076",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17077",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17078",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17079",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17080",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17081",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17082",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17083",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17084",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17085",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17086",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17087",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17088",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17089",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17090",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17091",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17092",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17093",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17094",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17095",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17096",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17097",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17098",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17099",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17100",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17101",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17102",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17103",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17104",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17105",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17106",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17107",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17108",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17109",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17110",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17111",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17112",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17113",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17114",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17115",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17116",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17117",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17118",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17119",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17120",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17121",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17122",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17123",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17124",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17125",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17126",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17127",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17128",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17129",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17130",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17131",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17132",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17133",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17134",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17135",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17136",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17137",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17138",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17139",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17140",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17141",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17142",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17143",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17144",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17145",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17146",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17147",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17148",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17149",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17150",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17151",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17152",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17153",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17154",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17155",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17156",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17157",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17158",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17159",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17160",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17161",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17162",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17163",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17164",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17165",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17166",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17167",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17168",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17169",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17170",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17171",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17172",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17173",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17174",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17175",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17176",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17177",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17178",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17179",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17180",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17181",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17182",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17183",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17184",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17185",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17186",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17187",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17188",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17189",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17190",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17191",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17192",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17193",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17194",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17195",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17196",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17197",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17198",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17199",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17200",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17201",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17202",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17203",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17204",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17205",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17206",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17207",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17208",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17209",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17210",135,135,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17211",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17212",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17213",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
"17214",134,134,0,1,0,5e+09,0,50,50,50,50,0,0,0,0,0,0,0,0
