,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
88,68661420.0,37342868.0,0.0,0.0,0.0,105111350.0,209451800.0,0.0,0.0,171120430.0,161328180.0,139689250.0,64704990.0,15472655.0,75265980.0,206772460.0
89,717273.0,390151.75,0.0,0.0,0.0,1098094.4,2188071.5,0.0,0.0,1787730.5,1685442.6,1459336.4,676019.9,161574.89,786376.5,2160056.5
90,381333760.0,207395460.0,0.0,0.0,0.0,583769660.0,1163258900.0,0.0,0.0,950372160.0,895987650.0,775809150.0,359359580.0,85933220.0,418013280.0,1148378500.0
91,39250604.0,21347168.0,0.0,0.0,0.0,60087372.0,119733980.0,0.0,0.0,97821770.0,92223930.0,79854000.0,36988856.0,8844976.0,43026136.0,118202300.0
92,406694620.0,221195920.0,0.0,0.0,0.0,622584800.0,1240623200.0,0.0,0.0,1013563200.0,955571800.0,827392260.0,383260860.0,91657640.0,445807500.0,1224759200.0
93,277440.97,150940.86,0.0,0.0,0.0,424770.6,846363.2,0.0,0.0,691564.25,652004.44,564512.75,261531.97,62460.69,304236.06,835511.94
94,19274410.0,10482848.0,0.0,0.0,0.0,29506620.0,58796660.0,0.0,0.0,48036636.0,45287772.0,39213270.0,18163926.0,4343282.5,21128660.0,58044456.0
95,11451171.0,6227963.5,0.0,0.0,0.0,17530226.0,34931824.0,0.0,0.0,28539098.0,26905960.0,23297056.0,10791370.0,2580438.5,12552735.0,34484948.0
96,245214990.0,133319370.0,0.0,0.0,0.0,375271580.0,748051300.0,0.0,0.0,611043900.0,576122500.0,498789000.0,230951100.0,55403204.0,268750880.0,738450560.0
97,88429990.0,48094340.0,0.0,0.0,0.0,135374430.0,269755900.0,0.0,0.0,220388560.0,207776860.0,179907870.0,83334430.0,19927350.0,96936210.0,266305040.0
98,1736480.0,944504.56,0.0,0.0,0.0,2658398.2,5297185.5,0.0,0.0,4327924.5,4080285.5,3532931.5,1636556.8,391203.06,1903704.6,5229379.0
99,1724648.2,938066.5,0.0,0.0,0.0,2640282.2,5261091.0,0.0,0.0,4298428.0,4052476.5,3508855.2,1625401.0,388541.2,1890726.9,5193747.5
100,1724648.2,938066.5,0.0,0.0,0.0,2640282.2,5261091.0,0.0,0.0,4298428.0,4052476.5,3508855.2,1625401.0,388541.06,1890726.9,5193747.5
101,1736480.0,944504.56,0.0,0.0,0.0,2658398.2,5297185.5,0.0,0.0,4327924.5,4080285.5,3532931.5,1636556.8,391203.06,1903704.6,5229379.0
102,1736480.0,944504.56,0.0,0.0,0.0,2658398.2,5297185.5,0.0,0.0,4327924.5,4080285.5,3532931.5,1636556.8,391203.06,1903704.6,5229379.0
103,399033200.0,217021570.0,0.0,0.0,0.0,610864640.0,1217251500.0,0.0,0.0,994483260.0,937574800.0,811817800.0,376038660.0,89922376.0,437415230.0,1201680300.0
104,1873931900.0,1019176600.0,0.0,0.0,0.0,2868719400.0,5716424000.0,0.0,0.0,4670254000.0,4403010000.0,3812429300.0,1765943600.0,422299650.0,2054173000.0,5643304400.0
